,precipitation,potential_evapotranspiration,river_discharge,precipitation_vmm_catchment
2018-01-11,0.05161593616364174,0.1,1.45,0.13
2018-01-12,0.0,0.06,1.23,0.0
2018-01-13,0.0,0.04,1.19,0.02
2018-01-14,0.0,0.0,1.11,0.1
2018-01-15,11.030428017365269,0.0,1.84,10.47
2018-01-16,0.4230178732187512,0.32,2.69,0.32
2018-01-17,0.00844180389626381,0.54,1.52,0.29
2018-01-18,6.163499563609116,0.49,1.64,3.63
2018-01-19,0.9961648622882888,0.0,1.93,1.31
2018-01-20,5.4050196028458615,0.0,2.12,5.18
2018-01-21,7.342616800977197,0.04,2.15,7.7
2018-01-22,1.3208275163697278,0.05,3.88,0.03
2018-01-23,0.24595464318221902,0.1,1.97,0.12
2018-01-24,3.2120688010031633,0.74,1.7,2.62
2018-01-25,0.5146069925227903,0.0,1.91,0.93
2018-01-26,0.0,0.0,1.48,0.01
2018-01-27,0.4571572465362984,0.23,1.3,0.67
2018-01-28,0.24017942416987723,0.23,1.27,0.03
2018-01-29,1.1992687958536263,0.3,1.19,0.79
2018-01-30,0.07660996904875685,0.11,1.19,0.24
2018-01-31,8.685172121197915,0.0,2.12,7.69
2018-02-01,1.563702549048497,0.16,1.9,1.61
2018-02-02,7.9096333237711764,0.0,3.01,8.61
2018-02-03,2.369432288568941,0.08,2.38,2.08
2018-02-04,0.34188559683082265,0.86,1.91,0.14
2018-02-05,0.01123027096428476,0.51,1.55,0.07
2018-02-06,0.0,0.34,1.36,0.06
2018-02-07,0.0,0.63,1.23,0.02
2018-02-08,0.0,0.49,1.12,0.04
2018-02-09,3.171918944018824,0.34,1.12,2.29
2018-02-10,4.645514493513054,0.69,1.65,3.08
2018-02-11,4.767292655335466,0.5,1.95,4.55
2018-02-12,0.0822633058769997,0.47,1.63,0.04
2018-02-13,0.0,1.14,1.38,0.04
2018-02-14,0.4918895749074126,1.08,1.23,0.83
2018-02-15,2.8455191940761364,0.32,1.6,2.59
2018-02-16,0.0,0.21,1.26,0.01
2018-02-17,0.0,0.48,1.18,0.01
2018-02-18,0.0,0.52,1.11,0.01
2018-02-19,0.8875477405628482,0.17,1.07,1.29
2018-02-20,0.0,0.45,1.04,0.18
2018-02-21,0.0,0.49,0.964,0.1
2018-02-22,0.0,1.3,0.973,0.16
2018-02-23,0.0,1.43,0.905,0.01
2018-02-24,0.0,2.85,0.857,0.0
2018-02-25,0.0,2.34,0.826,0.0
2018-02-26,0.0,1.44,0.783,0.07
2018-02-27,0.010130164675516569,1.37,0.765,0.04
2018-02-28,0.0,2.2,0.745,0.02
2018-03-01,0.0,4.04,0.742,0.72
2018-03-02,1.130314091334349,1.85,0.768,5.35
2018-03-03,0.08032792513945144,0.84,0.786,0.37
2018-03-04,5.661024752421297,0.33,0.977,0.0
2018-03-05,0.44292901188441536,0.58,1.08,0.12
2018-03-06,0.0,0.69,0.904,0.03
2018-03-07,2.9584668494446444,0.12,1.01,3.44
2018-03-08,5.382472802496578,0.45,1.39,4.12
2018-03-09,2.5088448848290588,0.27,1.16,2.8
2018-03-10,2.368407228957609,0.16,1.32,1.42
2018-03-11,22.89390208962542,1.03,7.93,23.03
2018-03-12,2.3620353446992546,0.67,3.39,3.31
2018-03-13,4.800913576716314,0.0,2.86,4.09
2018-03-14,0.0,1.1604801693404634,2.04,0.12
2018-03-15,3.4847203941413443,1.1864260249554368,1.95,5.17
2018-03-16,0.8752905104118985,1.1938591800356506,1.88,0.56
2018-03-17,0.04399159483446539,1.2444407308377898,1.5,0.05
2018-03-18,0.16158533930157654,1.2944507575757578,1.31,0.32
2018-03-19,0.07382150198073589,1.3316098484848486,1.15,0.08
2018-03-20,0.4345537549518398,1.4128030303030306,1.01,0.15
2018-03-21,0.0,1.447007575757576,1.0,0.0
2018-03-22,5.958551751850594,1.5093939393939395,1.42,6.6
2018-03-23,0.0,1.5326704545454546,1.29,0.02
2018-03-24,0.0,1.579034090909091,1.11,0.15
2018-03-25,0.0,1.6223295454545452,0.995,0.01
2018-03-26,0.0,1.65375,0.955,0.49
2018-03-27,7.564858079515896,1.7350227272727274,1.24,6.24
2018-03-28,5.882333108430787,1.7907045454545454,1.89,6.14
2018-03-29,1.0062594032004202,1.7931477272727272,1.62,1.03
2018-03-30,3.926871724224572,1.8090568181818178,1.53,4.16
2018-03-31,0.45922436518645837,1.8048054812834222,1.56,1.02
2018-04-01,0.8892309461766705,1.8275394385026738,1.37,0.78
2018-04-02,1.111001062887682,1.8260755347593582,1.27,1.77
2018-04-03,2.9203207307786547,1.8291804812834227,1.26,4.26
2018-04-04,2.093763563846703,1.8319077540106954,1.37,2.62
2018-04-05,0.9101967116392049,0.0,1.21,1.28
2018-04-06,0.0,0.49,1.08,0.06
2018-04-07,0.0,0.68,1.01,0.04
2018-04-08,0.5228374002241439,0.0,0.996,4.19
2018-04-09,2.606972795465101,1.8978308823529415,0.927,6.82
2018-04-10,1.5059265794237593,0.14,1.12,4.19
2018-04-11,0.0,0.02,1.0,0.27
2018-04-12,0.7630543477327392,2.011875,0.934,1.42
2018-04-13,0.0,0.0,0.924,0.02
2018-04-14,8.479499072912649,0.0,1.07,5.76
2018-04-15,0.8127592262207205,0.0,1.49,1.29
2018-04-16,0.0,0.07,1.04,0.03
2018-04-17,0.0,1.32,0.935,0.02
2018-04-18,0.0,0.19,0.826,0.01
2018-04-19,0.0,0.0,0.744,0.01
2018-04-20,0.0,2.5334692513368986,0.765,0.16
2018-04-21,0.0,2.49769385026738,0.765,0.13
2018-04-22,0.17788069260361958,2.54293449197861,0.726,2.53
2018-04-23,0.0,2.5444852941176475,0.705,0.0
2018-04-24,0.08779476052114361,0.13,0.697,0.19
2018-04-25,0.36268544559034477,1.48,0.71,0.17
2018-04-26,0.23240553304639652,2.69,0.673,0.83
2018-04-27,0.18986983532448345,2.26,0.664,0.62
2018-04-28,0.0037179560906946004,1.18,0.677,0.17
2018-04-29,7.845988910930841,0.1,0.814,7.53
2018-04-30,10.098995464299891,0.8,1.32,9.74
2018-05-01,0.7376379770601518,2.12,1.15,0.94
2018-05-02,1.2959019300236336,3.14,0.754,1.26
2018-05-03,0.018571968571780378,2.9,0.72,0.02
2018-05-04,0.0,4.01,0.644,0.05
2018-05-05,0.0,5.16,0.613,0.08
2018-05-06,0.0,4.67,0.586,0.11
2018-05-07,0.013012846317431102,4.51,0.558,0.04
2018-05-08,0.0,4.31,0.541,0.0
2018-05-09,0.0,3.58,0.536,0.1
2018-05-10,0.028702133247296948,2.21,0.553,0.16
2018-05-11,0.029743648725556803,3.72,0.506,0.01
2018-05-12,0.0,2.89,0.536,0.06
2018-05-13,3.6192675489547694,0.81,0.68,4.75
2018-05-14,0.0,0.69,0.559,0.01
2018-05-15,0.0,3.13,0.571,0.07
2018-05-16,0.06922279194936322,1.39,0.552,0.49
2018-05-17,0.0,3.89,0.538,0.01
2018-05-18,0.0,3.76,0.521,0.0
2018-05-19,0.0,0.95,0.54,0.01
2018-05-20,0.10954191018503201,4.25,0.551,1.35
2018-05-21,1.7500878823196226,3.3,0.546,6.92
2018-05-22,3.4662240158075686,3.73,0.817,7.74
2018-05-23,4.423658930835526,1.31,0.824,15.12
2018-05-24,4.654247994216563,2.38,1.57,12.53
2018-05-25,0.0,3.4,0.68,0.0
2018-05-26,0.00278846706802095,5.55,0.514,0.16
2018-05-27,0.7100570175734133,3.12,0.458,2.79
2018-05-28,0.0,4.77,0.418,0.01
2018-05-29,0.3116736762235473,1.73,0.4,0.47
2018-05-30,0.0,3.76,0.425,0.02
2018-05-31,13.77216823900783,2.26,0.591,21.84
2018-06-01,4.277219379969252,0.28,2.09,6.42
2018-06-02,0.0,1.44,0.63,0.02
2018-06-03,0.0,4.03,0.479,0.0
2018-06-04,0.0,2.29,0.43,0.1
2018-06-05,0.0,1.52,0.419,0.09
2018-06-06,0.0,4.31,0.41,0.04
2018-06-07,1.9688731466616465,2.76,0.571,8.43
2018-06-08,0.0,3.43,0.432,0.0
2018-06-09,0.0,1.56,0.374,0.0
2018-06-10,0.0,3.9,0.385,0.0
2018-06-11,0.0,4.01,0.372,0.19
2018-06-12,0.0,2.18,0.367,0.04
2018-06-13,0.040520658702066274,3.21,0.374,0.01
2018-06-14,0.00278846706802095,1.63,0.383,1.13
2018-06-15,0.0,4.26,0.381,0.04
2018-06-16,0.0,3.28,0.36,0.1
2018-06-17,0.0,2.13,0.326,0.19
2018-06-18,0.0,1.62,0.371,0.0
2018-06-19,0.0,1.09,0.349,0.01
2018-06-20,0.0,3.58,0.35,0.05
2018-06-21,0.014722231790590418,4.15,0.342,0.0
2018-06-22,0.02355557086494467,5.35,0.326,0.15
2018-06-23,0.014722231790590418,4.17,0.32,0.0
2018-06-24,0.0,4.5,0.316,0.0
2018-06-25,0.0,4.85,0.322,0.2
2018-06-26,0.0,5.54,0.308,0.21
2018-06-27,0.0,5.42,0.305,0.02
2018-06-28,0.0,6.62,0.286,0.1
2018-06-29,0.0,6.12,0.268,0.06
2018-06-30,0.0,6.25,0.271,0.01
2018-07-01,0.0,7.97,0.27,0.13
2018-07-02,0.061833373520479754,7.98,0.232,0.08
2018-07-03,0.18255567420332117,5.64,0.245,0.13
2018-07-04,0.23133342518966798,4.6,0.255,1.14
2018-07-05,0.15605565698025844,5.13,0.261,0.4
2018-07-06,0.22377792321697434,3.73,0.214,0.6
2018-07-07,0.17077788877084885,4.32,0.212,0.01
2018-07-08,0.1442778715477861,5.69,0.21,0.26
2018-07-09,0.1383889788315499,4.19,0.201,0.0
2018-07-10,0.15822221456752766,1.57,0.209,0.1
2018-07-11,0.16377099558751787,3.44,0.22,0.01
2018-07-12,0.06246934883235218,4.6,0.228,0.0
2018-07-13,0.09961328597591293,3.12,0.205,0.04
2018-07-14,0.09961328597591293,4.71,0.207,0.0
2018-07-15,0.09961328597591293,4.8,0.191,0.27
2018-07-16,8.08338980492715,2.75,0.249,6.26
2018-07-17,0.09792492519666017,3.36,0.247,0.02
2018-07-18,0.17558952104228723,2.75,0.172,0.01
2018-07-19,0.1316921407817154,4.09,0.168,0.01
2018-07-20,0.4437169072659646,0.89,0.156,2.06
2018-07-21,0.1316921407817154,3.83,0.192,0.02
2018-07-22,0.1367572231194737,2.95,0.177,0.05
2018-07-23,0.17174642717739608,3.96,0.165,0.04
2018-07-24,0.2190205289964734,3.62,0.151,0.0
2018-07-25,15.415124637778604,4.43,0.762,18.48
2018-07-26,0.11649689376844054,3.64,0.201,0.02
2018-07-27,0.15179966474834664,2.75,0.198,0.24
2018-07-28,3.151406439544065,3.15,0.272,6.38
2018-07-29,0.027013772468044185,3.47,0.175,0.39
2018-07-30,0.057404266494593896,2.4,0.16,0.17
2018-07-31,0.18740804649705656,3.42,0.162,0.15
2018-08-01,0.11818525454769331,4.07,0.151,0.02
2018-08-02,0.09285984285890189,2.4,0.144,0.0
2018-08-03,0.2556980938336485,1.45,0.141,0.03
2018-08-04,0.15655118016412123,4.03,0.141,0.03
2018-08-05,0.09792492519666017,4.67,0.14,0.02
2018-08-06,0.19031839574917642,4.15,0.136,0.14
2018-08-07,5.454227185827153,3.54,0.153,11.11
2018-08-08,3.7748480955232733,2.64,0.581,5.5
2018-08-09,14.45206684297374,0.52,0.685,19.13
2018-08-10,6.054399702668581,2.23,0.458,7.57
2018-08-11,0.0,3.11,0.437,0.11
2018-08-12,0.06358726700281299,4.25,0.17,0.48
2018-08-13,13.970943147465498,0.91,0.526,16.04
2018-08-14,0.0,1.73,0.346,0.06
2018-08-15,0.0,1.31,0.186,0.03
2018-08-16,6.092162720752429,3.05,0.216,12.77
2018-08-17,5.481146832679524,2.8,0.929,5.75
2018-08-18,0.0,1.42,0.234,0.03
2018-08-19,0.0,2.44,0.206,0.01
2018-08-20,0.0,1.3,0.195,0.07
2018-08-21,0.0,2.27,0.196,0.01
2018-08-22,0.0,1.83,0.19,0.03
2018-08-23,0.30086294205898545,1.42,0.187,0.11
2018-08-24,2.415265138525281,1.78,0.187,2.96
2018-08-25,1.770197760463935,1.58,0.334,3.28
2018-08-26,2.8674969078313923,1.24,0.199,4.85
2018-08-27,1.4747739580505328,1.07,0.328,1.1
2018-08-28,0.0,1.86,0.222,0.04
2018-08-29,6.6129662797043975,0.2,0.348,9.36
2018-08-30,0.07382150198073589,1.52,0.355,0.11
2018-08-31,0.0,2.54,0.207,0.05
2018-09-01,0.0,2.72,0.19,0.01
2018-09-02,0.0,2.97,0.186,0.03
2018-09-03,0.0,1.37,0.185,0.17
2018-09-04,0.17459818561900764,1.31,0.196,0.15
2018-09-05,0.014871824362778402,0.86,0.202,0.23
2018-09-06,1.3062331805631997,1.39,0.209,2.77
2018-09-07,2.13127594853031,2.13,0.322,0.97
2018-09-08,0.0,1.36,0.188,0.01
2018-09-09,0.00844180389626381,2.18,0.213,0.04
2018-09-10,0.0,1.67,0.169,0.08
2018-09-11,0.0,1.95,0.165,0.03
2018-09-12,0.8680430273782965,0.45,0.15,2.0
2018-09-13,0.22890041812359688,1.82,0.179,0.03
2018-09-14,0.0,0.91,0.179,0.01
2018-09-15,0.0,1.33,0.17,0.13
2018-09-16,0.03207885480580247,1.66,0.166,0.01
2018-09-17,0.0,1.84,0.16,0.0
2018-09-18,0.0,0.26,0.155,0.04
2018-09-19,0.0,1.370978386809269,0.163,0.01
2018-09-20,0.0,0.68,0.166,0.13
2018-09-21,5.034734227946448,1.63,0.321,5.37
2018-09-22,4.696888110281483,0.22,0.241,4.46
2018-09-23,21.399336609873863,0.3,1.37,22.36
2018-09-24,0.13039049402654973,1.27,0.539,0.07
2018-09-25,0.0,1.27,0.159,0.0
2018-09-26,0.08901674899401074,1.19,0.197,0.39
2018-09-27,0.0,1.25,0.202,0.04
2018-09-28,0.0,1.33,0.213,0.01
2018-09-29,0.0,1.24,0.249,0.08
2018-09-30,0.08181800104240429,1.05,0.203,0.16
2018-10-01,2.6400491312302505,0.98,0.253,3.53
2018-10-02,1.5615398598096788,0.39,0.274,0.68
2018-10-03,0.057404266494593896,1.09,0.249,0.04
2018-10-04,0.0,0.51,0.202,0.0
2018-10-05,0.0,0.86,0.214,0.0
2018-10-06,1.1910529444438678,0.8,0.216,1.72
2018-10-07,0.0223077365441676,1.59,0.278,0.11
2018-10-08,0.0,0.71,0.218,0.0
2018-10-09,0.0,0.56,0.211,0.04
2018-10-10,0.0,0.67,0.227,0.01
2018-10-11,7.655916090166975,0.88,0.233,8.8
2018-10-12,0.0,0.7,0.644,0.09
2018-10-13,0.0,0.78,0.234,0.01
2018-10-14,0.0,1.14,0.199,0.02
2018-10-15,0.0,1.1,0.209,0.03
2018-10-16,0.0,0.63,0.199,0.05
2018-10-17,0.0,0.26,0.21,0.05
2018-10-18,0.0,0.84,0.221,0.04
2018-10-19,0.0,0.54,0.239,0.02
2018-10-20,0.07382150198073589,0.39,0.237,0.01
2018-10-21,0.020260329351033137,0.4,0.214,0.07
2018-10-22,1.4149271595831892,0.94,0.238,0.1
2018-10-23,0.0,0.38,0.238,0.01
2018-10-24,0.08104131740413255,0.33,0.242,0.03
2018-10-25,0.01688360779252762,0.33,0.257,0.0
2018-10-26,1.6578659382378973,0.24,0.32,1.43
2018-10-27,3.962878486342994,0.23,0.415,3.58
2018-10-28,0.0,0.67,0.276,0.01
2018-10-29,0.0,0.42,0.266,0.0
2018-10-30,27.299258851166897,0.03,2.0,26.8
2018-10-31,0.13829277851432453,0.13,0.572,0.31
2018-11-01,1.2076796765495872,0.53,0.319,2.0
2018-11-02,0.30074105987488653,0.07,0.322,0.26
2018-11-03,0.0037179560906946004,0.29,0.282,0.26
2018-11-04,0.0,0.23,0.275,0.0
2018-11-05,0.0,0.16,0.278,0.07
2018-11-06,0.0,0.64,0.308,0.03
2018-11-07,2.0577356452982705,0.0,0.328,2.86
2018-11-08,0.18192532693490823,0.0,0.353,0.12
2018-11-09,0.0,0.15,0.324,0.02
2018-11-10,5.4582948761637855,0.0,0.573,5.99
2018-11-11,2.9970816945947005,0.02,0.564,4.64
2018-11-12,13.289807087511463,0.0,1.23,13.12
2018-11-13,0.021948690130285903,0.0,0.508,0.43
2018-11-14,0.0,0.0,0.36,0.13
2018-11-15,0.0,0.08,0.35,0.01
2018-11-16,0.00278846706802095,0.09,0.344,0.46
2018-11-17,0.0,0.27,0.352,0.0
2018-11-18,0.0,0.68,0.333,0.07
2018-11-19,0.15708364483184686,0.47,0.355,0.39
2018-11-20,0.041126725074243475,0.84,0.317,0.53
2018-11-21,0.0,0.04,0.34,0.02
2018-11-22,0.0,0.07,0.383,0.05
2018-11-23,0.5608086556633048,0.08,0.339,1.18
2018-11-24,5.518030638546179,0.1,0.403,4.7
2018-11-25,0.011818525454769333,0.11,0.565,0.02
2018-11-26,2.1009018214124686,0.08,0.401,1.8
2018-11-27,0.4280552879463041,0.03,0.392,0.84
2018-11-28,4.132699477469575,0.0,0.578,3.94
2018-11-29,2.9167565704429985,0.07,0.679,3.85
2018-11-30,0.0,0.0,0.426,0.08
2018-12-01,2.938634013046514,0.0,0.46,2.19
2018-12-02,10.275511673377103,0.0,1.24,9.81
2018-12-03,6.4676641805491695,0.0,1.3,8.06
2018-12-04,0.13841466069842348,0.0,0.549,0.4
2018-12-05,1.2513004696663255,0.04,0.477,2.07
2018-12-06,1.877650039554032,0.0,0.572,1.31
2018-12-07,7.5261704529078655,0.0,1.04,8.31
2018-12-08,6.405138140481642,0.42,0.994,10.34
2018-12-09,1.6473326926295857,0.24,1.12,2.02
2018-12-10,0.006506423158715551,0.0,0.575,0.1
2018-12-11,0.0,0.14,0.507,0.02
2018-12-12,0.0,0.0,0.456,0.07
2018-12-13,0.15507891614286098,0.0,0.444,0.12
2018-12-14,0.0,0.08,0.42,0.03
2018-12-15,3.614626160419248,0.31,0.429,5.77
2018-12-16,2.044519902499677,0.1,0.768,0.39
2018-12-17,1.402721920104333,0.0,0.566,1.25
2018-12-18,0.0,0.53,0.478,0.13
2018-12-19,1.6115616497679612,0.0,0.509,1.84
2018-12-20,1.4855214008415039,0.0,0.497,2.22
2018-12-21,15.228000407328244,0.26,1.97,16.03
2018-12-22,1.3393587060126926,0.0,0.919,0.88
2018-12-23,5.624656053943024,0.0,0.868,6.23
2018-12-24,0.45422582981238835,0.0,1.03,0.46
2018-12-25,0.0037179560906946004,0.0,0.674,0.0
2018-12-26,0.009294890226736501,0.02,0.592,0.03
2018-12-27,0.0,0.13,0.554,0.62
2018-12-28,0.01215975998695841,0.14,0.515,0.04
2018-12-29,0.28573424200939884,0.0,0.492,0.01
2018-12-30,0.476874800888745,0.12,0.482,0.01
2018-12-31,0.3778806926036196,0.0,0.503,0.0
2019-01-01,0.4707682030727269,0.0,0.486,0.12
2019-01-02,0.0,0.17,0.468,0.04
2019-01-03,0.05624556939531737,0.0,0.448,0.07
2019-01-04,0.3798338852228605,0.16,0.448,0.13
2019-01-05,1.0795789091113852,0.0,0.48,0.01
2019-01-06,0.0,0.03,0.477,0.04
2019-01-07,2.6393816730598156,0.07,0.453,2.03
2019-01-08,2.743540233422023,0.18,0.6,1.5
2019-01-09,3.2749155516916577,0.04,0.749,1.81
2019-01-10,0.6195192694761468,0.03,0.577,0.83
2019-01-11,3.036588050826364,0.0,0.693,2.4
2019-01-12,0.7756139330623951,0.0,0.64,0.49
2019-01-13,6.496661256382561,0.0,0.936,5.93
2019-01-14,0.17645716366435493,0.16,0.838,0.25
2019-01-15,0.726331303403666,0.15,0.679,0.15
2019-01-16,0.8726759162000697,0.22,0.66,0.85
2019-01-17,9.183067657125477,0.02,0.909,8.63
2019-01-18,1.523065252285982,0.0,1.27,0.18
2019-01-19,0.00836540120406285,0.0,0.858,0.0
2019-01-20,0.0037179560906946004,0.0,0.699,0.0
2019-01-21,0.007435912181389201,0.02,0.612,0.01
2019-01-22,1.6090023907765434,0.28,0.593,1.91
2019-01-23,4.4005948546289,0.0,0.636,3.49
2019-01-24,0.0,0.16,0.59,0.0
2019-01-25,1.7793187778344794,0.4,0.638,0.93
2019-01-26,4.438840797636562,0.0,0.966,2.09
2019-01-27,12.151259332885664,0.0,1.57,10.61
2019-01-28,11.421608900571082,0.04,3.58,10.66
2019-01-29,0.0,0.31,1.95,0.12
2019-01-30,8.783292164638999,0.0,1.55,7.58
2019-01-31,0.09334077145688255,0.13,1.24,0.33
2019-02-01,4.516865341308487,0.37,1.27,3.65
2019-02-02,13.95458252204859,0.12,3.89,14.08
2019-02-03,1.8409528522180514,0.0,3.18,1.12
2019-02-04,3.6427513398775577,0.17,1.93,2.18
2019-02-05,0.08032792513945144,0.16,1.78,0.0
2019-02-06,5.667929644907946,0.11,1.42,4.39
2019-02-07,4.188693326343515,0.48,2.87,5.48
2019-02-08,5.363153717472064,0.39,1.82,5.77
2019-02-09,5.284424728059274,0.71,2.58,3.52
2019-02-10,12.262727669492147,0.0,4.21,10.61
2019-02-11,0.0,0.25,2.78,0.0
2019-02-12,0.00278846706802095,0.46,1.67,0.0
2019-02-13,0.0,0.59,1.38,0.0
2019-02-14,0.004647445113368251,0.5,1.2,0.0
2019-02-15,0.0,0.78,1.11,0.02
2019-02-16,0.0,0.48,1.0,0.0
2019-02-17,0.0,1.02,0.97,0.02
2019-02-18,0.020601563883222217,0.83,0.871,0.1
2019-02-19,0.0,0.36,0.846,0.01
2019-02-20,0.0,0.53,0.805,0.0
2019-02-21,0.0,0.73,0.764,0.0
2019-02-22,0.0,0.35,0.735,0.0
2019-02-23,0.0,0.63,0.718,0.0
2019-02-24,0.0,0.78,0.699,0.31
2019-02-25,0.0,0.97,0.676,0.05
2019-02-26,0.0,0.98,0.665,0.0
2019-02-27,0.0,0.96,0.668,0.11
2019-02-28,2.4235573926272407,0.37,0.681,2.0
2019-03-01,8.19728286941697,0.15,1.22,11.16
2019-03-02,0.07382150198073589,0.29,0.833,0.0
2019-03-03,1.97725681434975,0.53,0.88,2.44
2019-03-04,5.715127620720731,1.29,1.08,5.79
2019-03-05,1.6813028936540233,1.0,0.947,1.37
2019-03-06,0.9729585599217505,0.03,0.915,2.01
2019-03-07,17.20199822530107,1.0,3.7,18.25
2019-03-08,1.9426022446856015,0.97,1.97,2.6
2019-03-09,1.2685956581053959,0.96,1.56,0.77
2019-03-10,12.169653629450584,0.94,2.66,11.32
2019-03-11,0.03883229792281352,1.17,1.97,0.17
2019-03-12,1.6158144247040624,1.87,1.47,1.82
2019-03-13,0.6716569131665848,1.09,1.39,1.48
2019-03-14,17.22763068493937,0.23,3.57,16.8
2019-03-15,8.642464084551015,0.12,3.88,10.02
2019-03-16,5.2556446581885705,1.17,3.95,4.84
2019-03-17,5.122091728744396,1.25,2.27,7.46
2019-03-18,0.04389738026057181,0.88,2.19,2.6
2019-03-19,0.0037179560906946004,1.17,1.62,0.01
2019-03-20,0.0,1.21,1.37,0.0
2019-03-21,0.0,0.92,1.23,0.0
2019-03-22,0.0,1.69,1.13,0.0
2019-03-23,0.0,0.82,1.01,0.01
2019-03-24,0.0,2.1,0.953,0.01
2019-03-25,0.0,1.76,0.893,0.03
2019-03-26,0.0,1.52,0.829,0.01
2019-03-27,0.0,1.6,0.787,0.0
2019-03-28,0.0,0.98,0.758,0.02
2019-03-29,0.0,2.32,0.75,0.02
2019-03-30,0.0,2.39,0.742,0.08
2019-03-31,0.08497537025281969,2.12,0.802,0.96
2019-04-01,0.0,2.72,0.711,0.01
2019-04-02,10.57893558627515,1.12,1.15,10.91
2019-04-03,0.6193861755487703,1.54,1.0,0.9
2019-04-04,0.0,2.04,0.761,0.01
2019-04-05,0.0,2.59,0.726,0.02
2019-04-06,0.0,1.98,0.699,0.0
2019-04-07,1.324030641757949,1.42,0.85,6.53
2019-04-08,0.16344431734692383,0.34,0.712,0.75
2019-04-09,8.758709257798078,0.17,1.06,12.35
2019-04-10,0.0,3.3,0.951,0.02
2019-04-11,0.0,3.15,0.748,0.01
2019-04-12,0.0,2.33,0.689,0.01
2019-04-13,0.0,2.29,0.675,0.28
2019-04-14,0.021948690130285903,1.37,0.654,0.39
2019-04-15,0.0,3.46,0.647,0.19
2019-04-16,0.0,2.3,0.64,0.03
2019-04-17,0.0,1.67,0.624,0.02
2019-04-18,0.0,4.76,0.605,0.06
2019-04-19,0.0,4.68,0.583,0.05
2019-04-20,0.0,4.99,0.571,0.11
2019-04-21,0.0,4.32,0.568,0.03
2019-04-22,0.0,4.23,0.571,0.1
2019-04-23,0.0,3.68,0.571,0.03
2019-04-24,0.0,3.17,0.563,0.43
2019-04-25,4.083622545279758,0.9,0.661,7.72
2019-04-26,0.0,2.09,0.612,0.23
2019-04-27,2.112660400041965,1.8,0.614,2.08
2019-04-28,6.400019614706526,0.53,0.82,10.11
2019-04-29,0.0,2.58,0.598,0.01
2019-04-30,0.0,1.23,0.557,0.0
2019-05-01,0.0,2.25,0.567,0.0
2019-05-02,2.0427208712796032,0.82,0.606,4.0
2019-05-03,2.451712050312868,1.39,0.589,2.45
2019-05-04,6.7821527243943995,1.94,1.02,8.11
2019-05-05,0.4624206137503566,2.5,0.613,0.9
2019-05-06,0.004647445113368251,1.34,0.543,0.21
2019-05-07,0.0,2.31,0.532,0.03
2019-05-08,4.155407493958788,1.31,0.616,6.68
2019-05-09,2.4039683205973077,1.33,0.712,2.2
2019-05-10,3.806316094435596,1.81,0.854,5.98
2019-05-11,0.0822633058769997,3.59,0.557,0.4
2019-05-12,0.0,3.33,0.49,0.0
2019-05-13,0.0,4.91,0.468,0.04
2019-05-14,0.0,5.22,0.459,0.02
2019-05-15,0.0,5.12,0.452,0.01
2019-05-16,0.0,4.36,0.45,0.01
2019-05-17,0.2220021257753638,1.29,0.435,0.62
2019-05-18,0.0,2.65,0.461,0.2
2019-05-19,1.4711418057782035,0.71,0.463,2.76
2019-05-20,0.9968979660099956,0.41,0.49,0.0
2019-05-21,0.0,3.38,0.465,0.0
2019-05-22,0.0,2.93,0.433,0.0
2019-05-23,0.0,3.26,0.423,0.0
2019-05-24,0.0,4.02,0.422,0.0
2019-05-25,6.412507236805714,2.41,0.699,11.89
2019-05-26,1.2931036072271,2.43,0.483,0.65
2019-05-27,3.0982596485486544,2.79,0.592,2.02
2019-05-28,4.318823600134939,1.44,0.701,12.81
2019-05-29,0.0111538682720838,3.03,0.529,1.46
2019-05-30,0.22803747606461142,2.28,0.469,0.85
2019-05-31,0.0,2.43,0.292,0.01
2019-06-01,0.0,4.04,0.391,0.15
2019-06-02,0.0,5.09,0.365,0.83
2019-06-03,0.0,1.68,0.361,0.22
2019-06-04,3.9609582152688576,2.14,0.393,7.35
2019-06-05,11.626823621661366,1.01,0.498,16.38
2019-06-06,1.814352016411315,2.95,1.07,1.73
2019-06-07,2.7849562023563625,2.59,0.398,2.46
2019-06-08,0.6094167724108355,3.02,0.486,2.66
2019-06-09,0.0,2.51,0.421,0.03
2019-06-10,1.510707207422724,1.67,0.409,4.29
2019-06-11,0.0,3.43,0.414,0.0
2019-06-12,20.688471530859523,0.86,1.37,28.75
2019-06-13,2.0242449278988293,1.32,0.699,3.99
2019-06-14,0.027013772468044185,4.58,0.52,0.08
2019-06-15,37.27753286370633,3.2,4.95,44.34
2019-06-16,2.058390535710663,2.83,1.29,3.22
2019-06-17,0.0,4.65,0.672,0.02
2019-06-18,0.0,4.34,0.506,0.12
2019-06-19,12.894337439962033,1.49,0.99,22.84
2019-06-20,0.0,3.13,0.752,0.0
2019-06-21,0.0,3.87,0.433,0.0
2019-06-22,0.0,4.69,0.391,0.01
2019-06-23,0.0,5.17,0.359,0.07
2019-06-24,0.0,4.31,0.331,0.03
2019-06-25,0.0,4.15,0.304,0.08
2019-06-26,0.0,4.0,0.286,0.0
2019-06-27,0.0,5.73,0.277,0.04
2019-06-28,0.0,5.56,0.268,0.02
2019-06-29,0.0,5.09,0.255,0.06
