,precipitation,potential_evapotranspiration,river_discharge,precipitation_vmm_catchment
2009-01-01,0.0,0.27,0.704,0.0
2009-01-02,0.0,0.5,0.697,0.03
2009-01-03,0.0,0.06,0.701,0.01
2009-01-04,0.0,0.5,0.71,0.02
2009-01-05,3.1138887549317342,0.43,0.72,1.67
2009-01-06,0.0,0.03,0.689,0.02
2009-01-07,0.13405551919575642,0.17,0.657,0.22
2009-01-08,0.0,0.05,0.646,0.02
2009-01-09,0.0,0.0,0.651,0.0
2009-01-10,0.0,0.0,0.617,0.01
2009-01-11,0.0,0.2,0.527,0.0
2009-01-12,1.4425553297420661,0.84,0.643,0.82
2009-01-13,8.4452770792869,0.24,1.91,8.26
2009-01-14,0.10583330462822875,0.27,1.3,0.0
2009-01-15,0.0,0.28,1.02,0.0
2009-01-16,0.0,0.42,0.868,0.32
2009-01-17,2.1314442569044276,0.2,1.09,2.68
2009-01-18,6.997221973444649,0.15,2.78,6.35
2009-01-19,8.410777544309594,0.47,3.62,6.43
2009-01-20,0.46349998277693727,0.34,2.69,0.5
2009-01-21,0.0,0.2,1.49,0.0
2009-01-22,2.352110969499262,0.27,1.67,3.57
2009-01-23,24.059777992109225,0.17,16.2,19.2
2009-01-24,0.0,0.05,7.6,0.0
2009-01-25,0.0,0.7,2.63,0.15
2009-01-26,0.021166660925645748,0.36,1.73,0.38
2009-01-27,0.0,0.11,1.33,0.07
2009-01-28,0.0,0.09,1.14,0.0
2009-01-29,0.0,0.23,1.12,0.02
2009-01-30,0.0,0.73,1.03,0.02
2009-01-31,0.0,0.94,0.939,0.01
2009-02-01,0.0,1.55,0.879,0.32
2009-02-02,3.436610848937822,0.88,0.921,2.18
2009-02-03,0.021166660925645748,0.32,0.956,0.19
2009-02-04,0.0,0.26,0.864,0.11
2009-02-05,2.508888927162362,0.77,0.957,2.86
2009-02-06,1.053333218512915,0.63,0.982,0.98
2009-02-07,4.167944618588745,0.29,1.4,2.38
2009-02-08,0.0,0.49,1.09,0.11
2009-02-09,14.096722369575092,0.24,2.1,5.89
2009-02-10,7.009722404021218,0.39,10.7,6.84
2009-02-11,3.53849981054631,0.26,4.07,1.8
2009-02-12,0.47272209400608844,0.35,3.03,1.01
2009-02-13,0.0,0.06,1.95,0.04
2009-02-14,0.0,0.66,1.46,0.27
2009-02-15,1.4599444119119926,0.7,1.3,1.18
2009-02-16,2.577777854324723,0.39,1.38,1.84
2009-02-17,3.2913890132776755,0.1,2.54,1.57
2009-02-18,0.0,0.38,1.83,0.09
2009-02-19,0.20127783710166058,0.71,1.41,1.46
2009-02-20,0.17416669537177126,0.87,1.32,0.49
2009-02-21,0.0,0.71,1.2,0.02
2009-02-22,0.5958333046282287,0.47,1.13,0.26
2009-02-23,1.7079442741274906,0.28,1.12,0.57
2009-02-24,0.021166660925645748,0.56,1.09,0.01
2009-02-25,0.0,0.44,1.03,0.03
2009-02-26,0.0,0.84,1.02,0.01
2009-02-27,1.7274443257966787,0.64,1.03,0.82
2009-02-28,0.0,0.59,1.03,0.04
2009-03-01,0.0,0.89,1.0,0.37
2009-03-02,0.0,1.02,0.891,0.04
2009-03-03,0.0,1.4,0.829,0.02
2009-03-04,2.6682778026555347,0.84,0.978,1.81
2009-03-05,0.0,1.25,0.966,0.02
2009-03-06,0.0,1.86,0.82,0.01
2009-03-07,0.0,0.6,0.794,0.24
2009-03-08,2.9273890821699267,2.52,0.895,2.58
2009-03-09,8.12311052169963,2.05,1.64,3.84
2009-03-10,8.361610676707194,0.76,2.48,5.48
2009-03-11,0.0,1.28,1.56,0.05
2009-03-12,0.3104443602428043,0.82,1.29,0.17
2009-03-13,0.0,1.0,1.05,0.03
2009-03-14,0.45761109006070105,0.58,1.03,0.34
2009-03-15,0.0,1.91,0.993,0.0
2009-03-16,0.0,1.52,0.909,0.0
2009-03-17,0.0,1.7,0.846,0.0
2009-03-18,0.0,2.77,0.796,0.0
2009-03-19,0.0,2.54,0.791,0.0
2009-03-20,0.0,2.64,0.748,0.06
2009-03-21,0.0,1.92,0.725,0.01
2009-03-22,0.0,2.39,0.729,0.02
2009-03-23,6.590833821320111,1.53,1.02,5.93
2009-03-24,1.3326112622913286,1.39,1.19,1.54
2009-03-25,14.109555639757197,0.95,3.87,3.76
2009-03-26,6.427222317905905,0.39,3.24,3.93
2009-03-27,0.5052777682094096,2.27,3.01,0.82
2009-03-28,8.602944790819373,1.29,3.19,3.66
2009-03-29,0.9581666264795203,2.28,2.34,0.88
2009-03-30,0.0,2.11,1.51,0.05
2009-03-31,0.0,2.89,1.32,0.01
2009-04-01,0.0,4.01,1.21,0.05
2009-04-02,0.0,3.29,0.972,0.05
2009-04-03,0.0,1.93,0.951,0.12
2009-04-04,0.0,0.74,0.896,0.0
2009-04-05,0.0,1.65,0.85,0.0
2009-04-06,0.0,2.6,0.824,0.04
2009-04-07,1.7041666953717713,1.3,,1.35
2009-04-08,2.680166764264022,0.51,,1.7
2009-04-09,0.18650001722306275,1.15,0.847,0.06
2009-04-10,0.028222214567527666,3.24,0.786,1.21
2009-04-11,0.028222214567527666,2.99,0.758,3.99
2009-04-12,0.45155543308044266,2.25,0.774,0.94
2009-04-13,0.0,2.28,,0.02
2009-04-14,0.0,3.75,,0.04
2009-04-15,0.2187221628983394,3.96,,0.85
2009-04-16,1.9227776820940958,0.61,,2.96
2009-04-17,9.750610435584315,0.22,,5.44
2009-04-18,0.03527776820940958,2.39,,0.32
2009-04-19,0.0,2.73,,0.18
2009-04-20,0.0,3.24,,0.0
2009-04-21,0.0,2.66,,0.0
2009-04-22,0.0,3.34,,0.02
2009-04-23,0.0,3.81,,0.15
2009-04-24,0.0,4.14,,0.01
2009-04-25,0.0,2.73,,0.02
2009-04-26,2.3374443257966786,1.3,,2.03
2009-04-27,2.4884998105463096,3.01,,2.82
2009-04-28,1.3112778371016605,2.02,,1.22
2009-04-29,0.0,2.5,,0.23
2009-04-30,0.0,2.95,,0.02
2009-05-01,0.0,3.2,,0.01
2009-05-02,0.0,1.69,,0.02
2009-05-03,0.19883333907435424,2.61,,0.63
2009-05-04,0.0,2.75,,0.06
2009-05-05,1.1034443946889299,1.39,,0.32
2009-05-06,0.0,2.14,,0.0
2009-05-07,0.0,2.52,,0.01
2009-05-08,0.0,3.12,,0.08
2009-05-09,0.0,2.53,,0.7
2009-05-10,0.0,4.67,,0.04
2009-05-11,0.14111107283763832,5.11,,0.64
2009-05-12,4.715783590461979,2.17,,3.79
2009-05-13,0.9235752045089325,1.25,,2.22
2009-05-14,14.240057016028745,2.06,,8.4
2009-05-15,7.421832953482253,1.21,,6.7
2009-05-16,0.3231073872295626,1.87,,0.49
2009-05-17,0.4056631925567557,2.46,,1.07
2009-05-18,1.2549668896872748,3.0,,1.03
2009-05-19,0.0,3.28,,0.05
2009-05-20,0.0,3.18,,0.15
2009-05-21,0.0,3.26,,0.08
2009-05-22,0.0,4.21,,0.01
2009-05-23,0.24274193875139308,3.85,,2.25
2009-05-24,0.0,5.62,,0.02
2009-05-25,0.0,3.97,,0.25
2009-05-26,31.044565010574132,0.8,,28.55
2009-05-27,0.31162494114155137,1.82,,0.75
2009-05-28,0.05116267517586653,1.93,,0.16
2009-05-29,0.0,6.63,,0.01
2009-05-30,0.0,7.34,,0.0
2009-05-31,0.0,5.07,,0.01
2009-06-01,1.0641741654785328,6.6,,4.83
2009-06-02,0.0,5.55,,0.56
2009-06-03,0.0,4.67,,0.04
2009-06-04,0.0,3.42,,0.05
2009-06-05,0.013942335340104695,1.8,,0.21
2009-06-06,0.0,4.29,,0.09
2009-06-07,4.508978067714655,2.56,,3.17
2009-06-08,1.7504295714541596,2.58,,1.88
2009-06-09,15.88737549261505,1.57,,16.29
2009-06-10,10.365345519294072,1.71,,6.89
2009-06-11,1.1635690005187713,2.59,,3.64
2009-06-12,0.0,4.28,,0.02
2009-06-13,0.0,3.86,,0.05
2009-06-14,5.746214685500906,1.94,,3.99
2009-06-15,3.363795407607626,1.96,,2.12
2009-06-16,0.0,4.56,,0.01
2009-06-17,0.0,5.28,,0.04
2009-06-18,0.0,4.77,,0.19
2009-06-19,0.011153868272083756,4.43,,0.4
2009-06-20,0.002788467068020939,2.59,0.41,0.17
2009-06-21,0.763122250711192,4.07,0.481,1.38
2009-06-22,0.0,4.73,0.425,0.0
2009-06-23,0.0,6.49,0.391,0.01
2009-06-24,0.0,8.4,0.388,0.01
2009-06-25,0.0,6.21,0.386,0.02
2009-06-26,0.0,3.23,0.409,0.12
2009-06-27,10.357963220674199,3.59,0.933,11.6
2009-06-28,0.0,4.08,0.44,0.08
2009-06-29,0.0,6.18,0.437,0.01
2009-06-30,0.0,6.0,0.428,0.06
2009-07-01,0.0,5.14,0.357,0.06
2009-07-02,0.013942335340104695,5.96,0.382,0.86
2009-07-03,0.0,2.27,0.37,0.18
2009-07-04,0.0,4.47,0.38,0.02
2009-07-05,0.29528600792294357,3.91,0.365,2.76
2009-07-06,4.207181926440549,3.08,0.419,3.34
2009-07-07,8.960654136412291,3.04,0.529,10.1
2009-07-08,11.5690758632074,1.85,0.748,12.9
2009-07-09,1.5565042556992397,3.23,0.702,3.72
2009-07-10,0.0,2.64,0.408,0.12
2009-07-11,1.6126355334195077,1.32,0.45,1.33
2009-07-12,2.0992931189155146,3.27,0.442,3.48
2009-07-13,0.0,3.74,0.359,0.0
2009-07-14,0.0,3.43,0.358,0.31
2009-07-15,0.0,5.03,0.351,0.03
2009-07-16,0.0,4.78,0.394,0.01
2009-07-17,0.7803536931743237,3.04,0.344,3.76
2009-07-18,3.866203760789975,4.97,0.454,2.21
2009-07-19,6.209541196500307,2.96,0.43,5.49
2009-07-20,0.5167505138651513,3.69,0.342,0.54
2009-07-21,10.619390063657656,3.68,0.853,21.97
2009-07-22,13.528986132983743,2.84,0.693,11.37
2009-07-23,5.452852935530452,1.8,1.86,6.08
2009-07-24,7.7948681018049255,3.53,0.695,6.1
2009-07-25,0.13975193121697443,3.92,0.427,1.18
2009-07-26,0.0,4.17,0.399,0.06
2009-07-27,0.6213374685926779,1.93,0.379,2.75
2009-07-28,0.0,4.14,0.393,0.01
2009-07-29,0.0,3.99,0.339,0.08
2009-07-30,0.0,3.97,0.335,0.2
2009-07-31,0.0,3.09,0.379,0.23
2009-08-01,0.0,4.25,0.328,0.06
2009-08-02,6.9119633746859925,2.92,0.614,7.55
2009-08-03,0.0,3.18,0.354,0.03
2009-08-04,0.0,4.71,0.34,0.03
2009-08-05,0.0,2.55,0.311,0.72
2009-08-06,0.0,4.52,0.314,0.02
2009-08-07,0.3789807988923877,2.2,0.312,1.49
2009-08-08,0.0,3.04,0.312,0.03
2009-08-09,0.0,3.49,0.311,0.02
2009-08-10,0.9330894470837591,3.58,0.307,0.6
2009-08-11,1.7266158467006798,2.49,0.321,1.43
2009-08-12,1.7758656535837725,2.65,0.33,0.79
2009-08-13,10.847268126407169,1.88,1.23,7.06
2009-08-14,0.0,3.11,1.12,0.04
2009-08-15,0.0,4.84,0.575,0.02
2009-08-16,0.0,2.89,0.374,0.04
2009-08-17,0.0,2.86,0.343,0.01
2009-08-18,0.0,3.64,0.333,0.34
2009-08-19,0.0,4.28,0.327,0.07
2009-08-20,5.890064595717058,3.6,,3.6
2009-08-21,0.0,3.27,0.334,0.34
2009-08-22,0.0,3.15,0.287,0.04
2009-08-23,0.0,0.0,0.286,0.03
2009-08-24,0.0,3.34,0.28,0.25
2009-08-25,1.8608118222951835,1.35,0.283,1.61
2009-08-26,0.0,3.15,0.284,0.1
2009-08-27,0.0,2.18,0.282,0.03
2009-08-28,0.4118640049466672,0.04,0.279,0.45
2009-08-29,0.0,2.084242424242424,0.278,0.08
2009-08-30,0.0,2.23,0.276,0.18
2009-08-31,0.0,4.25,0.275,0.05
2009-09-01,3.4513365480320592,1.01,0.271,3.28
2009-09-02,1.2942979280897615,2.01,0.305,0.53
2009-09-03,1.548702331321424,1.37,0.302,1.49
2009-09-04,5.318475854422554,1.98,0.421,3.62
2009-09-05,0.0,2.41,0.337,0.05
2009-09-06,0.009294890226736463,1.8028551693404635,0.308,0.04
2009-09-07,0.0,1.7545597147950085,0.296,0.1
2009-09-08,0.0,3.6,0.286,0.1
2009-09-09,0.07641168417245699,1.97,0.281,2.41
2009-09-10,0.0,3.59,0.263,1.04
2009-09-11,0.0,3.1,0.262,0.0
2009-09-12,0.0,2.4,0.261,0.0
2009-09-13,0.00743591218138917,1.73,0.264,0.15
2009-09-14,0.3284967936302331,3.11,0.267,1.48
2009-09-15,1.1956028304350252,2.08,0.273,0.9
2009-09-16,0.0,2.22,0.278,0.05
2009-09-17,0.0,4.07,0.271,0.02
2009-09-18,0.0,3.29,0.267,0.05
2009-09-19,0.0,2.16,0.265,0.01
2009-09-20,0.0,2.18,0.265,0.01
2009-09-21,0.0,1.52,0.265,0.01
2009-09-22,0.0,2.42,0.264,0.03
2009-09-23,0.3948308473598354,0.7,0.264,0.01
2009-09-24,0.5284420019703908,1.88,0.265,0.19
2009-09-25,0.0,1.71,0.265,0.0
2009-09-26,0.0,1.91,0.265,0.02
2009-09-27,0.0,1.8,0.268,0.02
2009-09-28,0.0,1.28,0.265,0.0
2009-09-29,0.0,1.2,0.265,0.01
2009-09-30,0.0,1.26,0.263,0.03
2009-10-01,0.0,1.71,0.263,0.05
2009-10-02,0.0,1.67,0.264,0.0
2009-10-03,0.15693789418820825,0.92,0.263,0.18
2009-10-04,0.8442062466194737,1.24,0.264,0.7
2009-10-05,9.723549436474059,0.23,0.412,6.45
2009-10-06,3.7683031586552023,0.15,0.526,5.19
2009-10-07,14.742082802378269,0.32,0.837,11.5
2009-10-08,0.7403322295542794,1.65,0.625,0.55
2009-10-09,7.7191731564644375,1.19,0.468,5.23
2009-10-10,0.7870912239849753,0.55,0.588,0.76
2009-10-11,1.3387282276204073,0.63,0.331,1.83
2009-10-12,2.577016394529869,1.36,,4.1
2009-10-13,1.1464257160516866,0.6,,1.19
2009-10-14,0.0,1.5,,0.02
2009-10-15,0.0,1.43,,0.01
2009-10-16,1.2571066118789698,1.15,,2.14
2009-10-17,2.815668763018644,0.88,,2.46
2009-10-18,0.0,0.85,,0.01
2009-10-19,0.0,0.72,,0.06
2009-10-20,0.0,1.03,,0.12
2009-10-21,3.182357520450893,0.44,,2.67
2009-10-22,0.0,0.36,,0.31
2009-10-23,0.0,0.65,,0.08
2009-10-24,3.3345584555149217,0.02,,2.21
2009-10-25,0.002788467068020939,0.61,,0.05
2009-10-26,0.0,0.71,,0.01
2009-10-27,0.0,0.5,,0.01
2009-10-28,0.0,0.48,0.303,0.04
2009-10-29,0.0,0.26,0.31,0.0
2009-10-30,0.0,0.52,0.313,0.02
2009-10-31,0.0,0.64,,0.0
2009-11-01,12.086922506294215,0.18,,9.78
2009-11-02,1.2162676856918377,0.49,,1.43
2009-11-03,13.393185797603522,0.15,,11.35
2009-11-04,2.4500593132970003,0.34,0.88,3.1
2009-11-05,4.623706942421545,0.29,0.613,7.2
2009-11-06,0.882677687511292,0.46,0.587,1.94
2009-11-07,3.083130948499067,0.08,0.587,3.41
2009-11-08,0.0,0.14,0.383,0.03
2009-11-09,0.003717956090694585,0.65,0.345,0.09
2009-11-10,0.8710053673025097,0.08,0.359,1.14
2009-11-11,0.2986528737529363,0.34,0.369,0.94
2009-11-12,2.493490321251187,0.35,0.461,2.19
2009-11-13,3.486621596088492,0.88,0.487,1.51
2009-11-14,4.180522410865085,1.49,0.602,8.09
2009-11-15,2.8769282365338222,0.29,0.672,3.69
2009-11-16,0.9977771860194701,0.47,0.477,2.15
2009-11-17,1.210533245608312,0.14,0.432,1.98
2009-11-18,0.0,0.72,0.417,0.0
2009-11-19,0.0,0.3,0.382,0.04
2009-11-20,0.2969954361739867,0.43,0.374,0.0
2009-11-21,0.6212076302553994,0.53,0.387,0.22
2009-11-22,12.422859465858853,0.85,0.957,11.2
2009-11-23,21.729090576722562,0.37,2.26,21.16
2009-11-24,4.7419475321896485,0.63,1.63,3.2
2009-11-25,1.4843078231241662,1.11,0.756,2.31
2009-11-26,4.869778223664212,0.53,0.686,5.99
2009-11-27,12.158244696108806,0.17,1.85,14.42
2009-11-28,8.149517894313178,0.43,2.23,11.34
2009-11-29,1.0384812076621117,0.79,1.75,1.53
2009-11-30,0.02788467068020939,0.13,0.839,0.3
2009-12-01,1.712566185468071,0.22,0.737,2.15
2009-12-02,3.9862737614178876,0.26,0.657,5.16
2009-12-03,3.0272297802678176,0.14,0.987,3.83
2009-12-04,4.293963204737768,0.24,1.65,6.21
2009-12-05,9.403287207547695,0.29,1.74,9.35
2009-12-06,3.9148769795282092,0.05,2.24,3.84
2009-12-07,4.111519514824381,0.23,1.23,3.93
2009-12-08,0.7722550233855819,0.13,1.55,1.14
2009-12-09,1.9931167185457106,0.2,0.979,1.77
2009-12-10,5.353700866695494,0.19,2.01,4.38
2009-12-11,0.0,0.55,1.05,0.22
2009-12-12,0.0,0.49,0.84,0.02
2009-12-13,0.0,0.6,0.706,0.01
2009-12-14,0.0,0.11115259740259739,0.653,0.02
2009-12-15,0.0,0.11137987012987013,0.596,0.0
2009-12-16,0.0,0.22,0.549,0.05
2009-12-17,3.7170448239324587,0.3,0.56,3.38
2009-12-18,0.07584124156366491,0.29,0.543,0.02
2009-12-19,0.0,0.23,0.507,0.25
2009-12-20,4.707715665957101,0.0,0.513,4.0
2009-12-21,0.2419132644410279,0.13,0.514,0.27
2009-12-22,2.5834642268780765,0.06,0.596,0.74
2009-12-23,0.0,0.1,0.629,0.01
2009-12-24,5.777351028923643,0.22,0.625,2.52
2009-12-25,9.053468857631142,0.17,5.06,2.64
2009-12-26,0.0,0.02,2.25,0.0
2009-12-27,0.816570040870544,0.35,1.5,0.74
2009-12-28,0.0,0.2,1.19,0.02
2009-12-29,9.617178006818055,0.25,1.54,6.49
2009-12-30,7.715141356765849,0.0,3.99,5.35
2009-12-31,1.3400866545689678,0.39,3.0,0.86
2010-01-01,0.0,0.81,1.53,0.0
2010-01-02,0.0,0.2,1.03,0.14
2010-01-03,2.653276629332689,-0.0,0.918,1.01
2010-01-04,0.0,0.11,0.812,0.13
2010-01-05,0.0,0.0,0.758,0.16
2010-01-06,0.01301284631743105,-0.0,0.693,0.29
2010-01-07,0.41465247201468813,0.0,0.65,0.37
2010-01-08,0.0,0.23,0.566,0.01
2010-01-09,0.009294890226736463,1.19,0.559,0.3
2010-01-10,0.0,0.48,0.564,0.09
2010-01-11,0.0,0.32,0.562,0.06
2010-01-12,0.006506423158715525,0.31,0.565,0.0
2010-01-13,0.7370187993693642,0.25,0.593,0.76
2010-01-14,0.0,0.2,0.652,0.03
2010-01-15,0.0,0.27,0.65,0.01
2010-01-16,6.660420042063885,0.37,1.07,5.8
2010-01-17,3.7145615130308927,0.1,2.2,0.7
2010-01-18,0.0,0.21,1.31,0.09
2010-01-19,0.01301284631743105,0.1,1.03,0.21
2010-01-20,0.0,0.19,0.954,0.26
2010-01-21,0.0,0.19,0.827,0.05
2010-01-22,0.0,0.43,0.759,0.19
2010-01-23,7.165087198634279,0.16,0.913,6.34
2010-01-24,0.11412090875937894,0.06,1.47,0.67
2010-01-25,0.0,0.34,1.01,0.02
2010-01-26,0.0,0.59,0.825,0.0
2010-01-27,2.799933453036312,0.67,0.763,2.91
2010-01-28,1.424498093393191,0.4,1.1,1.72
2010-01-29,9.14651531902072,0.2,2.4,7.17
2010-01-30,2.4929690683267394,0.1,1.86,2.06
2010-01-31,0.0,0.2,1.23,0.01
2010-02-01,1.030848455577407,0.28,1.06,0.88
2010-02-02,6.885048971957272,0.18,1.71,6.48
2010-02-03,1.2966378347330894,0.26,2.58,1.54
2010-02-04,0.002788467068020939,0.2,1.58,0.43
2010-02-05,4.7858627243319125,0.18,1.99,4.76
2010-02-06,0.0,0.3,1.49,0.0
2010-02-07,1.1441542559473803,0.05,1.18,0.01
2010-02-08,3.0385689110558096,0.5,1.36,1.22
2010-02-09,0.0,0.86,1.15,0.02
2010-02-10,2.366076723440445,0.89,0.941,2.53
2010-02-11,0.1273451512717205,0.99,0.879,0.24
2010-02-12,0.0,0.51,0.761,0.0
2010-02-13,0.0,0.75,0.765,0.02
2010-02-14,1.3063536177743134,0.41,0.728,0.43
2010-02-15,0.0,0.22,0.765,0.26
2010-02-16,0.0,1.08,0.751,0.2
2010-02-17,0.264004904227203,0.39,0.725,0.85
2010-02-18,0.40961315771180207,0.61,0.804,0.47
2010-02-19,0.01487182436277834,0.26,0.873,0.05
2010-02-20,0.03545557636430806,0.78,0.767,0.12
2010-02-21,0.0,0.72,0.727,0.1
2010-02-22,11.377239457070408,0.32,1.63,9.93
2010-02-23,4.511197991749217,0.36,2.52,3.03
2010-02-24,2.421037012989305,0.63,1.76,1.74
2010-02-25,6.288389071589476,0.69,3.15,4.57
2010-02-26,0.44076767866036193,1.26,2.5,0.99
2010-02-27,3.12961851095136,1.09,1.87,3.52
2010-02-28,18.036400076280927,0.27,7.29,16.77
2010-03-01,1.2804545078866323,0.84,5.25,0.49
2010-03-02,0.0,1.44,2.12,0.03
2010-03-03,0.0,1.82,1.58,0.0
2010-03-04,0.0,2.15,1.28,0.0
2010-03-05,0.8984822564868418,0.87,1.08,1.51
2010-03-06,0.8604852330128083,2.26,1.17,0.99
2010-03-07,0.0,2.61,0.946,0.01
2010-03-08,0.25971976111781425,1.17,0.927,0.25
2010-03-09,0.0,2.04,0.844,0.01
2010-03-10,0.0,3.04,0.791,0.02
2010-03-11,0.0,1.22,0.763,0.02
2010-03-12,0.0,0.93,0.736,0.0
2010-03-13,0.018589780453472926,0.76,0.696,0.19
2010-03-14,0.0,1.18,0.702,0.04
2010-03-15,0.0,1.86,0.676,0.12
2010-03-16,0.0,0.85,0.661,0.03
2010-03-17,0.0,1.91,0.644,0.15
2010-03-18,0.0,3.32,0.637,0.15
2010-03-19,2.385999073849387,1.73,0.637,1.23
2010-03-20,3.2407965165766113,1.56,0.834,6.72
2010-03-21,11.10855157292467,0.75,2.53,7.74
2010-03-22,0.002788467068020939,1.7,1.13,0.04
2010-03-23,0.00743591218138917,1.55,0.885,0.21
2010-03-24,0.0,2.3,0.84,0.1
2010-03-25,2.738858520560035,2.07,0.806,1.53
2010-03-26,0.0,1.71,0.858,0.07
2010-03-27,0.32502965664850025,1.61,0.716,0.36
2010-03-28,4.692258477049807,1.58,0.682,2.59
2010-03-29,10.791861907297207,1.36,1.96,8.37
2010-03-30,3.8140820294058964,1.16,1.66,3.08
2010-03-31,5.478302941432872,1.66,1.5,3.94
2010-04-01,0.0,2.56,1.79,0.21
2010-04-02,2.4361103778184807,2.12,1.22,2.08
2010-04-03,7.0633266811235575,1.1,1.77,8.09
2010-04-04,2.102606638058649,1.43,2.4,2.26
2010-04-05,0.0,1.93,1.38,0.02
2010-04-06,0.0,3.7,1.14,0.02
2010-04-07,0.8929020667607022,1.8,0.998,1.03
2010-04-08,2.6744262123381484,2.79,1.18,1.0
2010-04-09,0.0,2.94,0.879,0.01
2010-04-10,0.0,2.84,0.824,0.03
2010-04-11,0.0,2.93,0.776,0.03
2010-04-12,0.0,3.51,0.734,0.09
2010-04-13,0.0,1.28,0.7,0.0
2010-04-14,0.0,2.1690140374331555,0.669,0.0
2010-04-15,0.0,4.38,0.638,0.0
2010-04-16,0.0,2.02,0.616,0.0
2010-04-17,0.0,3.55,0.613,0.0
2010-04-18,0.0,3.34,0.615,0.0
2010-04-19,0.0,3.05,0.58,0.0
2010-04-20,0.0,3.65,0.571,0.0
2010-04-21,0.0,2.81,0.566,0.02
2010-04-22,0.0,3.58,0.536,0.03
2010-04-23,0.0,3.94,0.541,0.04
2010-04-24,0.0,3.74,0.524,0.02
2010-04-25,0.0,2.67,0.503,0.17
2010-04-26,0.0,1.44,0.521,0.03
2010-04-27,0.0,2.62,0.491,0.1
2010-04-28,0.0,3.93,0.493,0.03
2010-04-29,3.0130700811131748,3.64,0.497,4.76
2010-04-30,0.0,1.97,0.751,0.08
2010-05-01,0.2566308384464202,1.46,0.486,0.37
2010-05-02,4.377838557660039,2.1,0.674,5.08
2010-05-03,2.876694871454706,1.35,0.6,1.54
2010-05-04,0.0,3.28,0.429,0.01
2010-05-05,0.0,2.53,0.435,0.01
2010-05-06,0.0,3.19,0.478,0.02
2010-05-07,0.0,1.49,0.45,0.05
2010-05-08,0.0,1.11,0.459,0.05
2010-05-09,0.0,2.27,0.452,0.04
2010-05-10,0.0,3.49,0.435,0.01
2010-05-11,3.351139708128743,1.66,0.444,4.43
2010-05-12,0.20298015180590584,1.09,0.519,0.26
2010-05-13,0.6021068994160585,1.34,0.451,0.56
2010-05-14,0.0,3.61,0.458,0.01
2010-05-15,0.0,3.38,0.425,0.01
2010-05-16,0.0,3.13,0.417,0.14
2010-05-17,1.2015748893506828,3.9,0.464,0.08
2010-05-18,0.0,3.71,0.387,0.0
2010-05-19,0.0,4.68,0.4,0.0
2010-05-20,0.0,4.98,0.384,0.08
2010-05-21,0.0,4.76,0.38,0.01
2010-05-22,0.0,4.95,0.374,0.08
2010-05-23,0.0,5.07,0.368,0.14
2010-05-24,0.0,5.66,0.379,0.08
2010-05-25,0.0,5.7,0.456,0.15
2010-05-26,24.04269275685933,1.2,1.48,13.18
2010-05-27,0.0,2.49,0.525,1.08
2010-05-28,0.0,3.46,0.416,0.04
2010-05-29,2.7331686507637087,3.08,0.401,2.95
2010-05-30,1.0008399750118622,1.56,0.469,1.59
2010-05-31,0.006506423158715525,1.04,0.391,0.12
2010-06-01,0.0260256926348621,1.37,0.364,0.48
2010-06-02,0.0,5.2,0.381,0.02
2010-06-03,0.0,6.5,0.357,0.04
2010-06-04,0.0,5.47,0.345,0.02
2010-06-05,0.0,4.77,0.345,0.02
2010-06-06,10.933429683453031,1.42,0.855,9.93
2010-06-07,0.0,3.05,0.388,0.13
2010-06-08,6.325789518775713,2.96,0.583,8.41
2010-06-09,2.6852054797418385,0.1,0.53,3.25
2010-06-10,2.645332120943114,3.3956550802139036,0.565,2.11
2010-06-11,0.0,2.01,0.414,0.12
2010-06-12,0.0,4.17,0.383,0.12
2010-06-13,0.0,2.54,0.354,0.22
2010-06-14,0.02509620361218845,3.71,0.35,1.7
2010-06-15,0.03717956090694585,6.43,0.337,0.54
2010-06-16,0.0,7.12,0.327,0.04
2010-06-17,0.0,5.81,0.326,0.04
2010-06-18,0.002788467068020939,0.0,0.322,0.19
2010-06-19,0.5621895060984206,3.38,0.332,1.73
2010-06-20,1.8613402189186141,2.17,0.357,1.84
2010-06-21,0.36073225297110384,0.19,0.342,0.3
2010-06-22,0.0,4.36,0.328,0.02
2010-06-23,0.0,0.4,0.321,0.07
2010-06-24,0.0,3.3353767825311937,0.309,0.05
2010-06-25,0.0,3.13,0.307,0.11
2010-06-26,0.0,4.63,0.307,0.04
2010-06-27,0.0,4.66,0.302,0.05
2010-06-28,0.0,0.1,0.287,0.06
2010-06-29,0.0,3.573732397504457,0.285,0.05
2010-06-30,0.0,3.513907085561497,0.292,0.18
2010-07-01,0.0,3.15,0.285,0.11
2010-07-02,3.050547842215284,3.93,0.307,4.12
2010-07-03,3.858847052288535,1.55,0.386,7.91
2010-07-04,0.0,4.76,0.302,0.27
2010-07-05,0.5663968015426243,2.68,0.283,0.73
2010-07-06,0.0,3.85,0.274,0.22
2010-07-07,0.0,4.25,0.268,0.02
2010-07-08,0.006506423158715525,4.54,0.281,0.04
2010-07-09,0.002788467068020939,4.06,0.253,0.03
2010-07-10,3.7499079528855828,3.16,0.331,7.41
2010-07-11,0.01301284631743105,0.16,0.345,1.16
2010-07-12,29.517214798868512,2.0,2.09,50.5
2010-07-13,0.0,0.2,0.381,0.21
2010-07-14,12.999470529821027,2.34,0.745,13.74
2010-07-15,0.8740586336351748,3.36,0.503,3.38
